PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green
PPG Channel: 2
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 45303 at 12-31-47.831 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
845,48,59,38,12
846,48,58,37,11
847,48,57,37,11
848,47,57,37,11
849,46,59,37,12
850,48,60,37,11
851,47,57,37,11
852,47,58,38,11
853,47,57,37,11
854,47,58,37,12
855,48,58,35,12
856,46,58,36,12
857,47,58,37,10
858,48,58,37,12
859,46,58,37,11
860,47,58,39,12
861,47,57,37,13
862,46,57,37,11
863,48,58,38,11
864,46,57,35,12
865,47,57,38,12
866,46,57,36,13
867,47,60,38,11
868,48,59,38,12
869,47,58,35,10
870,47,59,39,13
871,48,58,37,14
872,47,59,38,11
873,46,59,36,12
874,48,57,37,13
875,47,59,39,11
876,49,58,38,11
877,47,58,37,11
878,47,58,39,9
879,46,57,37,10
880,48,58,38,10
881,47,58,39,10
882,47,57,38,13
883,47,58,38,10
884,46,58,37,11
885,48,57,38,10
886,48,59,36,12
887,46,58,37,10
888,46,57,37,12
889,48,57,37,11
890,47,57,39,11
891,48,59,37,11
892,48,57,38,10
893,46,59,37,8
894,45,58,38,10
895,47,58,38,10
896,47,57,37,11
897,47,59,36,11
898,47,59,37,11
899,48,57,37,12
900,46,57,37,13
901,47,58,37,10
902,47,58,37,11
903,46,58,35,13
904,46,56,37,12
905,47,57,36,11
906,47,58,37,10
907,48,57,37,11
908,47,58,38,12
909,46,58,37,13
910,47,59,37,11
911,47,58,38,12
912,48,58,37,11
913,47,58,38,13
914,46,57,37,12
915,47,57,38,11
916,48,58,38,12
917,47,59,38,12
918,48,57,37,11
919,47,59,38,11
920,47,60,38,11
921,47,58,37,13
922,47,58,35,11
923,47,59,37,14
924,49,59,37,12
925,46,58,37,12
926,47,58,38,12
927,47,57,38,13
928,48,56,36,12
929,46,58,38,11
930,46,58,36,11
931,48,59,38,11
932,48,58,36,10
933,47,58,38,11
934,46,57,38,11
935,46,59,37,12
936,47,58,35,10
937,48,58,38,13
938,46,57,36,11
939,47,58,38,13
940,45,59,36,11
941,46,58,37,12
942,47,57,38,12
943,47,58,37,10
944,46,57,37,9
945,45,59,38,12
946,47,58,40,11
947,47,58,36,11
948,47,58,37,11
949,48,58,36,12
950,47,59,39,11
951,46,57,37,11
952,48,57,37,12
953,48,56,37,13
954,46,58,35,11
955,46,59,37,12
956,48,57,36,10
957,47,58,37,10
958,46,58,38,11
959,47,59,37,12
960,46,58,36,11
961,48,58,37,11
962,48,57,38,12
963,47,58,37,13
964,48,58,38,12
965,47,58,37,11
966,47,59,36,11
967,46,58,37,10
968,47,59,36,12
969,47,59,38,11
970,48,57,36,12
971,48,57,38,11
972,47,59,36,12
973,46,58,37,12
974,46,59,37,11
975,48,58,37,10
976,47,57,38,11
977,47,58,39,12
978,48,58,37,12
979,49,58,37,12
980,47,58,37,10
981,47,58,37,10
982,48,58,36,12
983,47,58,37,13
984,45,57,37,11
985,47,59,37,11
986,47,58,37,11
987,47,59,37,11
988,48,58,37,12
989,47,58,36,12
990,48,59,37,13
991,48,58,37,12
992,47,57,38,9
993,46,57,37,12
994,48,57,37,13
995,48,58,36,10
996,47,58,39,10
997,46,58,37,13
998,46,58,37,11
999,47,58,37,10
